,loss,val_loss
0,0.9321432709693909,0.7240388989448547
1,0.6944108605384827,0.43669700622558594
2,0.4317193329334259,0.31924548745155334
3,0.28938212990760803,0.22250942885875702
4,0.23036956787109375,0.16523811221122742
5,0.18229444324970245,0.13924939930438995
6,0.1478007584810257,0.11001336574554443
7,0.11207148432731628,0.0824747383594513
8,0.0853169858455658,0.07464650273323059
9,0.07472661882638931,0.060021430253982544
10,0.059379953891038895,0.04694274440407753
11,0.04754529148340225,0.0365382581949234
12,0.037755370140075684,0.026646286249160767
13,0.03014061227440834,0.02026779018342495
14,0.024475302547216415,0.01670829951763153
15,0.020644372329115868,0.013082285411655903
16,0.017877822741866112,0.010759459808468819
17,0.015720034018158913,0.009297487325966358
18,0.014326531440019608,0.008046083152294159
19,0.013168943114578724,0.007053419481962919
