,loss,val_loss
0,0.35720357298851013,0.3211655616760254
1,0.30910569429397583,0.29200148582458496
2,0.27785009145736694,0.24364426732063293
3,0.2231355458498001,0.15550121665000916
4,0.13314932584762573,0.04368648678064346
5,0.07000963389873505,0.05351699888706207
6,0.07463905960321426,0.028761867433786392
7,0.05611034110188484,0.0360310822725296
8,0.057849008589982986,0.029946928843855858
9,0.05126762390136719,0.02639152854681015
10,0.04882897809147835,0.024345697835087776
11,0.040960293263196945,0.023886319249868393
12,0.034291185438632965,0.020724840462207794
13,0.030339716002345085,0.019121456891298294
14,0.02761884219944477,0.01702137291431427
15,0.02544485405087471,0.015650099143385887
16,0.024563228711485863,0.014682223089039326
17,0.022605713456869125,0.014016898348927498
18,0.021745959296822548,0.013254589401185513
19,0.02102348767220974,0.012805525213479996
20,0.020498238503932953,0.012344629503786564
21,0.020020565018057823,0.011867419816553593
22,0.019249990582466125,0.011620982550084591
23,0.019351260736584663,0.011468994431197643
24,0.018486041575670242,0.010641206987202168
25,0.017746515572071075,0.010422563180327415
26,0.01820191740989685,0.01054022740572691
27,0.0171616580337286,0.010014461353421211
28,0.01664746180176735,0.010254991240799427
29,0.016157232224941254,0.009428169578313828
30,0.01605728454887867,0.009488341398537159
31,0.015852749347686768,0.009188245981931686
32,0.015417976304888725,0.009639878757297993
33,0.014754337258636951,0.009014851413667202
34,0.01520330086350441,0.009252023883163929
35,0.014637075364589691,0.008698716759681702
36,0.01421987172216177,0.00871613435447216
37,0.014523892663419247,0.008728540502488613
38,0.013853170908987522,0.008510059677064419
39,0.014472843147814274,0.00859785545617342
40,0.013825870119035244,0.008164971135556698
41,0.01294026244431734,0.008187857456505299
42,0.013072112575173378,0.008024337701499462
43,0.012740579433739185,0.008033338002860546
44,0.013115695677697659,0.007915433496236801
45,0.011978521943092346,0.008058995939791203
46,0.012439648620784283,0.007672157604247332
47,0.012422764673829079,0.007592471316456795
48,0.011824548244476318,0.0077295443043112755
49,0.012156316079199314,0.007516270037740469
